name;short_text;prob2_0;prob2_1;prob2_2;prob2_3;prob2_4;prob2_5;prob2_6;prob2_7;prob2_8;prob2_9;prob2_10;prob2_11;prob2_12
b1_p1_h1;Мелеховский двор — на самом краю хутора. Воротца со скотиньего база ведут на север к Дону. Крутой восьмисаженный спуск меж замшелых в прозелени меловы;0.02147556823011085;0.049529177091037005;0.025616062774759047;0.04440736805982696;0.046713624861176105;0.037106264508581815;0.02700625267591718;0.02181926414286886;0.05426045460081328;0.06474193602753762;0.041129784360071704;0.04673963681600475;0.042211112124267966
b1_p1_h2;Редкие в пепельном рассветном небе зыбились звезды. Из-под туч тянул ветер. Над Доном на дыбах ходил туман и, пластаясь по откосу меловой горы, сполза;0.04482310846001837;0.0655570079916055;0.049275298769399296;0.05078964812755203;0.052515300425764765;0.04892420242868301;0.050458847501129826;0.06474042009810706;0.055713570520411954;0.06915161352832451;0.05458874476958662;0.05870860661730147;0.049611707126756416
b1_p1_h3;"Григорий пришел с игрищ после первых кочетов. Из сенцев пахнуло на него запахом перекисших хмелин и пряной сухменью богородицыной травки.
На цыпочках ";0.04047588222150824;0.053175918319387096;0.04622283437812601;0.04388136206161755;0.04823045979160236;0.048929628735385866;0.04619192841597643;0.052818384472378584;0.04283414986101536;0.05977526598097451;0.04304043539627098;0.049233529191283994;0.055511663382211224
b1_p1_h4;К вечеру собралась гроза. Над хутором стала бурая туча. Дон, взлохмаченный ветром, кидал на берега гребнистые частые волны. За левадами палила небо су;0.05195960639622031;0.04497217454650314;0.048965660040244684;0.047890271885548515;0.06030605753151498;0.0458805403305034;0.056098319884618476;0.05485884502096881;0.054975002951894496;0.06414851401223473;0.04551986905997642;0.05549335121538389;0.05411068329854763
b1_p1_h5;До хутора Сетракова — места лагерного сбора — шестьдесят верст. Петро Мелехов и Астахов Степан ехали на одной бричке. С ними еще трое казаков-хуторян:;0.08439273851711761;0.10713686418040262;0.07249294675883607;0.08359723476001904;0.09561530157019846;0.09597909227815073;0.09446447627090888;0.09677334519941858;0.08859332749726091;0.10408750514868831;0.07938361415434066;0.10520131632677862;0.09468701759299496
b1_p1_h6;"Возле лобастого, с желтой песчаной лысиной кургана остановились ночевать.
С запада шла туча. С черного ее крыла сочился дождь. Поили коней в пруду. На";0.054042695108541136;0.06705997993267013;0.04888973300003654;0.06483536314251559;0.05995872804677943;0.048882770555819244;0.059977882493238543;0.05926370095370978;0.0638189726724549;0.08440477604959354;0.06397891164419807;0.06494476510092159;0.06063141150071774
b1_p1_h7;"Аксинью выдали за Степана семнадцати лет. Взяли ее с хутора Дубровки, с той стороны Дона, с песков.
За год до выдачи осенью пахала она в степи, верст ";0.22838272870163584;0.28159290497790007;0.2263201790266776;0.23035686129693766;0.2738322006822484;0.24386059179909497;0.24806784491774617;0.2630252317716439;0.2669601776293724;0.2963857711503755;0.23011955893925606;0.2446419189445794;0.2879291519600024
b1_p1_h8;За два дня до троицы хуторские делили луг. На дележ ходил Пантелей Прокофьевич. Пришел оттуда в обед, кряхтя скинул чирики и, смачно почесывая натруже;0.07429653123528503;0.10931035884481134;0.08908969472522096;0.09009295607026094;0.08427374197054377;0.064419940702763;0.08946445942683356;0.12319599451031112;0.10274514768402579;0.09232448062329897;0.08863488726345915;0.10889729182934173;0.07513219962099618
b1_p1_h9;От троицы только и осталось по хуторским дворам: сухой чабрец, рассыпанный на полах, пыль мятых листьев да морщиненная, отжившая зелень срубленных дуб;0.05810962199884402;0.061907016893930904;0.05609793502377416;0.047306096841628995;0.05694229522283937;0.054194893135129915;0.06787212494570509;0.07417370171735196;0.06809578208951383;0.06532705866099325;0.052844217890332806;0.054403961139646545;0.06373298893171388
b1_p1_h10;"Не лазоревым алым цветом 10, а собачьей бесилой, дурнопьяном придорожным цветет поздняя бабья любовь.
С лугового покоса переродилась Аксинья. Будто кт";0.11785945364256441;0.11198711824133108;0.09805075020454906;0.09538842270794755;0.08692564005035405;0.08809635522819666;0.09178751265528363;0.11553823524459084;0.09631787892826835;0.13037992263159895;0.10103041349367618;0.09991987349755538;0.11618960827110031
b1_p1_h11;За хутором Сетраковым в степи рядами вытянулись повозки с брезентовыми будками. Невидимо быстро вырос городок, белокрыший и аккуратный, с прямыми улоч;0.12803438518030014;0.15997589136708815;0.1124087535088159;0.11826355576784875;0.14480465965673744;0.12372319550257396;0.13782807138380987;0.13121186078268562;0.1392609030059304;0.1444306166599971;0.13102960438529382;0.1447256990577978;0.1232501896759308
b1_p1_h12;"Оставалось полторы недели до прихода казаков из лагерей.
Аксинья неистовствовала в поздней горькой своей любви. Несмотря на угрозы отца, Григорий, тая";0.0992637111515932;0.08584927054916715;0.0860021689421194;0.08353819519706801;0.09999861604762425;0.08196673077392001;0.08357138378255262;0.08589346801416033;0.10472825501548377;0.10479172892708215;0.09258714087686531;0.08978825717987741;0.09838321026805542
b1_p1_h13;С того дня, как приезжала баба Томилина, подурнел Степан с лица. Висли на глаза брови, ложбинка глубокая и черствая косо прорезала лоб. Он мало говори;0.0893235078284628;0.09485047708252102;0.0723514341378512;0.08662404924509783;0.09190927667937254;0.08171519823435737;0.10836023234378726;0.11005857282304733;0.09112023104313448;0.11234242099354735;0.08835722979899151;0.09783395390772402;0.0903039778724677
b1_p1_h14;— …Тоскую по нем, родная бабунюшка. На своих глазыньках сохну. Не успеваю юбку ушивать — что ни день, то шире становится… Пройдет мимо база, а у меня ;0.06197509649511087;0.07012298095813792;0.06175200496813554;0.07377354783961391;0.06964232369160797;0.056826839469724624;0.07415138362334955;0.06844782980718565;0.06560973037144335;0.08765065184321909;0.0689978355131418;0.07935028173538478;0.07275810498428874
b1_p1_h15;"— Петру скажи, чтобы запрягал кобылу и своего коня.
Григорий вышел на баз. Петро выкатывал из-под навеса сарая бричку.
— Батя велит запрягать кобылу и";0.076728918112376;0.0861949664375537;0.08203491880994218;0.055284234629822196;0.04860832111860415;0.0712322988769522;0.07156792865967167;0.08441148707665708;0.06577539596298987;0.08747121437085353;0.08185949887354849;0.05506494022150709;0.07491617821167207
