name;short_text;prob2_0;prob2_1;prob2_2;prob2_3;prob2_4;prob2_5;prob2_6;prob2_7;prob2_8;prob2_9;prob2_10;prob2_11;prob2_12
b1_p1_h1;Мелеховский двор — на самом краю хутора. Воротца со скотиньего база ведут на север к Дону. Крутой восьмисаженный спуск меж замшелых в прозелени меловы;0.030676597218571647;0.029903879527467127;0.032245147223890214;0.029604066869707398;0.028922099735349066;0.028339305480331606;0.031123553837942023;0.05390526514505888;0.054725095878548215;0.049446615563076626;0.03195604732009201;0.04019676379780722;0.05083645970083682
b1_p1_h2;Редкие в пепельном рассветном небе зыбились звезды. Из-под туч тянул ветер. Над Доном на дыбах ходил туман и, пластаясь по откосу меловой горы, сполза;0.033213059458007954;0.0336434157081662;0.03421135213344555;0.01774305286940078;0.04302640274344337;0.02171043829319304;0.0300443329012249;0.03493188962901598;0.06285897804466456;0.04810724434030506;0.026349323342846523;0.038446332632288235;0.040938223773599305
b1_p1_h3;"Григорий пришел с игрищ после первых кочетов. Из сенцев пахнуло на него запахом перекисших хмелин и пряной сухменью богородицыной травки.
На цыпочках ";0.04969987156824414;0.044615586203341266;0.040188415045297826;0.041629353981495545;0.05448051740424731;0.03599406270544393;0.04208762579724594;0.06181469377805517;0.08775712339593464;0.05579499332538626;0.038141798028104176;0.05468437592425899;0.0634244071968271
b1_p1_h4;К вечеру собралась гроза. Над хутором стала бурая туча. Дон, взлохмаченный ветром, кидал на берега гребнистые частые волны. За левадами палила небо су;0.13029131616702608;0.12625948597409745;0.12369151661140497;0.08176860567151499;0.1199049708800984;0.0859848491262287;0.10189557992780117;0.12741528600941837;0.1610447687682203;0.12155206317054536;0.10469919718920284;0.1542793350213634;0.14024724855275314
b1_p1_h5;До хутора Сетракова — места лагерного сбора — шестьдесят верст. Петро Мелехов и Астахов Степан ехали на одной бричке. С ними еще трое казаков-хуторян:;0.05388213123873952;0.05997513891931221;0.05448723397864929;0.07284126489502853;0.0764398734209074;0.049983825531469434;0.082714270000302;0.08276482922820863;0.09836080884545721;0.06410376587605571;0.052289680724954705;0.055784612556940484;0.08908644684823577
b1_p1_h6;"Возле лобастого, с желтой песчаной лысиной кургана остановились ночевать.
С запада шла туча. С черного ее крыла сочился дождь. Поили коней в пруду. На";0.10037334936154275;0.08616359679523491;0.09692300372939681;0.0736908543639225;0.08839255665481256;0.08021230064709799;0.10447706160891956;0.13714032327964495;0.13954410316476454;0.08157949939978244;0.10719086629671688;0.12249030664388785;0.12139221325573606
b1_p1_h7;"Аксинью выдали за Степана семнадцати лет. Взяли ее с хутора Дубровки, с той стороны Дона, с песков.
За год до выдачи осенью пахала она в степи, верст ";0.06269897738621594;0.07702672010644396;0.06404168236086623;0.046201573458374036;0.10160412584635208;0.06050094522389413;0.08685357937671621;0.10881257867623609;0.09811149652919927;0.09708761905852502;0.056125360344551845;0.07553685420191261;0.09247940805911332
b1_p1_h8;За два дня до троицы хуторские делили луг. На дележ ходил Пантелей Прокофьевич. Пришел оттуда в обед, кряхтя скинул чирики и, смачно почесывая натруже;0.052884076161206474;0.056016695294157474;0.0494507140883697;0.030530849094140694;0.034959634961462004;0.031830184837900226;0.03709211541884112;0.05759937679228156;0.07016655024215626;0.05443591454805628;0.033269722145604544;0.04533071341544961;0.04878010286002426
b1_p1_h9;От троицы только и осталось по хуторским дворам: сухой чабрец, рассыпанный на полах, пыль мятых листьев да морщиненная, отжившая зелень срубленных дуб;0.06368872266596322;0.07488528503646213;0.05679499875826029;0.04173479412131199;0.06890537233540776;0.04259153552926874;0.057040956022920634;0.06734705847307278;0.10682268429714126;0.08684635838815613;0.05950874326076814;0.08854401621141227;0.08510617788265291
b1_p1_h10;"Не лазоревым алым цветом 10, а собачьей бесилой, дурнопьяном придорожным цветет поздняя бабья любовь.
С лугового покоса переродилась Аксинья. Будто кт";0.07035066453587795;0.06781523239945564;0.05788302693854178;0.05124346544177953;0.07922530849738985;0.06588821250851666;0.07789271775710177;0.08748812772596329;0.1111751559924333;0.07780939221900307;0.07400948193654817;0.10162809068909466;0.0884632967191356
b1_p1_h11;За хутором Сетраковым в степи рядами вытянулись повозки с брезентовыми будками. Невидимо быстро вырос городок, белокрыший и аккуратный, с прямыми улоч;0.09623729245979365;0.06932546268193453;0.07247975162627285;0.08160968979601524;0.11367433741557757;0.08777475580386582;0.11856237856675193;0.1233604958343078;0.12159525521754254;0.08764532666871948;0.08109881101274079;0.10387938379401998;0.13322587203635397
b1_p1_h12;"Оставалось полторы недели до прихода казаков из лагерей.
Аксинья неистовствовала в поздней горькой своей любви. Несмотря на угрозы отца, Григорий, тая";0.12933229207739935;0.14102293781241618;0.09342272068091217;0.11945052839101226;0.15764045495976747;0.11199603075563792;0.1546356810562068;0.2072653918806859;0.1719040953387268;0.14018772842712607;0.10462032247913533;0.14739548510315206;0.18771774428321145
b1_p1_h13;С того дня, как приезжала баба Томилина, подурнел Степан с лица. Висли на глаза брови, ложбинка глубокая и черствая косо прорезала лоб. Он мало говори;0.043762087255107905;0.042511257014999915;0.03253778099438452;0.0332907507535593;0.053740258607818;0.04037457872588056;0.07251353942008733;0.05886065995476901;0.0764606600569969;0.05900419183521516;0.033585577108447;0.033528435188199666;0.07681477700063824
b1_p1_h14;— …Тоскую по нем, родная бабунюшка. На своих глазыньках сохну. Не успеваю юбку ушивать — что ни день, то шире становится… Пройдет мимо база, а у меня ;0.05334994553477958;0.052642294028510714;0.0450267651289935;0.051705582543352765;0.07724225248725579;0.04386525582984525;0.07701055351667324;0.09411273886811497;0.08926053327424048;0.07282713009364329;0.043473146611642116;0.05172461000399919;0.07674617848274981
b1_p1_h15;"— Петру скажи, чтобы запрягал кобылу и своего коня.
Григорий вышел на баз. Петро выкатывал из-под навеса сарая бричку.
— Батя велит запрягать кобылу и";0.050773629256252034;0.044642709190592524;0.034008311353458325;0.04422933354993951;0.052460541124869975;0.03559621808610471;0.04355046474726596;0.06766118053439625;0.07629402326058922;0.06105117176883427;0.024328865842608356;0.05459124437375967;0.054210088325598656
b1_p1_h16;Только после того как узнал от Томилина про Аксинью, понял Степан, вынашивая в душе тоску и ненависть, что, несмотря на плохую жизнь с ней, на ту давн;0.050590160009460365;0.05579337273399899;0.04921788184414679;0.04523302142424613;0.06251987521386047;0.048151456761697464;0.07262313711367996;0.07895177778848152;0.09408593494719264;0.07249956865713904;0.04693785150331093;0.058419603351965554;0.09373432810790822
b1_p1_h17;За житом — не успели еще свозить на гумна — подошла и пшеница. На суглинистых местах, на пригорках желтел и сворачивался в трубку подгорающий лист, пе;0.0878959377791516;0.09853640798682681;0.10139301994331826;0.06375075390530005;0.0870125397308499;0.06377283048173495;0.09274773784071631;0.13737584924439164;0.14092244355953287;0.11941854533612746;0.09308372552884868;0.09998187031395947;0.12374833889040596
b1_p1_h18;Коршуновы слыли первыми богачами в хуторе Татарском. Четырнадцать пар быков, косяк лошадей, матки с Провальских заводов, полтора десятка коров, пропас;0.07242285057211273;0.09699869224942867;0.09122030828200398;0.06984209596204374;0.12566337459540722;0.08183766356154201;0.11234529502981938;0.10553229126003716;0.15702469378634742;0.09733653293126715;0.08088799764967955;0.09419124753098918;0.11951359670496708
b1_p1_h19;В коршуновском курене предсвадебная суета. Невесте наспех дошивали кое-что из белья. Наталья вечера просиживала, вывязывая жениху традиционный шарф из;0.05960049835524962;0.0790667628315966;0.043589182399787964;0.06109022456915505;0.06708713079043792;0.050847485295795025;0.06822355948742723;0.09103229270073449;0.07832601270041628;0.06152374769368213;0.0417566556056227;0.055172597751130426;0.0857376811702004
b1_p1_h20;"Всходит остролистая зеленая пшеница, растет; через полтора месяца грач хоронится в ней с головой, и не видно; сосет из земли соки, выколосится; потом ";0.07434874686688893;0.08449089206275143;0.07001951134325182;0.06747846576708255;0.09780081675310029;0.08330604398935039;0.09308230004085388;0.11929737564521928;0.11966460423438373;0.09142552699715682;0.0718823061173357;0.08270035020882487;0.12268177359235312
b1_p1_h21;"За невестой в поезжанье нарядили четыре пароконные подводы. По-праздничному нарядные люди толпились на мелеховском базу возле бричек.
Дружко — Петро —";0.09253104796471041;0.11175745902648443;0.09189873499311628;0.06783306117199665;0.08396651049467643;0.10944933913424507;0.11885035372975888;0.1313334255967846;0.14887107880370798;0.08642462918937921;0.09063141893418265;0.08542569100098812;0.13065957296176356
b1_p1_h22;"Отдохнувшие у Коршуновых лошади шли, добираясь до мелеховского база, из последних сил. На ременных шлеях, стекая, клубилась пена.
Подвыпившие кучера г";0.11174289553867887;0.10064084762935611;0.08249964935606054;0.0806527721754607;0.11166815828085674;0.09561950204527114;0.09090907122908529;0.13341656328807186;0.1399287110911872;0.0909191619261648;0.08338236093659458;0.09644490557200122;0.10501467387762291
b1_p1_h23;Коршуновы приехали уже после того, как жениха с невестой увезли в церковь. Пантелей Прокофьевич до этого выходил за ворота, взглядывался вдоль улицы, ;0.08837780689159615;0.08737459201338378;0.10539250314562565;0.07881309387978121;0.07535303874985315;0.07563884236418734;0.08981210174261996;0.10933335192796378;0.15036880004342953;0.08448671398993819;0.08034131105772278;0.09209635317672343;0.15848211408471086
b1_p2_h1;"Сергей Платонович Мохов издалека ведет свою родословную.
В годы царствования Петра I шла однажды в Азов по Дону государева баржа с сухарями и огнестре";0.23878374023581117;0.1756097552360143;0.27323614167097693;0.15559603859151702;0.23305507418765414;0.2564571685625268;0.2566106758173806;0.24785359764479345;0.27247882607401125;0.28749311381819137;0.2396215369508228;0.2750296599718791;0.3041978934308502
b1_p2_h2;В конце августа Митька Коршунов случайно встретился возле Дона с дочерью Сергея Платоновича Елизаветой. Он только что приехал из-за Дона и, примыкая к;0.01908948465539542;0.0275590059341503;0.02171687327769932;0.009828669938344773;0.03048777862667795;0.016614287386291633;0.020347371679926937;0.026009854245861216;0.034074750007700265;0.03091134730984879;0.022671932186730158;0.02550037298208913;0.03137970088208143
b1_p2_h3;"Наталья пришлась Мелеховым ко двору. Мирон Григорьевич детей школил; не глядя на свое богатство и на то, что помимо них были работники, заставлял рабо";0.14210004326296957;0.14742392383089814;0.1639602664333162;0.13031938862150505;0.1673803876733542;0.15260734134175732;0.20188291044620665;0.20171416731939523;0.19465782525750425;0.1833100449519959;0.14045048417381817;0.13753815145978138;0.21221551282418608
b1_p2_h4;"В конце октября, в воскресенье, — поехал Федот Бодовсков в станицу.
В кошелке отвез на базар четыре пары кормленых уток, продал; в лавке купил жене си";0.06668419417964103;0.09590926034035352;0.06792375180204835;0.07807629869609481;0.0850989807773114;0.08988031422633978;0.13005938532666608;0.1832515911220339;0.1352344428996881;0.11534440536883891;0.13542369468936227;0.134562855553651;0.16393854877804076
b1_p2_h5;Григорий с женой выехали пахать за три дня до покрова. Пантелей Прокофьевич прихворнул: опираясь на костыль, охая от боли, ломавшей поясницу, вышел пр;0.04179251312213153;0.05168570858950134;0.049277134019518255;0.032670998153639885;0.04314750224741542;0.033008229861318086;0.04995424720403249;0.08175964054125924;0.06507656671164672;0.054492170489986155;0.05022481821596518;0.035273221174867954;0.051927014354543395
b1_p2_h6;С давних пор велось так: если по дороге на Миллерово ехал казак один, без товарищей, то стоило ему при встрече с украинцами (слободы их начинались от ;0.14547910443577913;0.10909675906886261;0.1741811450146663;0.1291324504095617;0.1879991921318491;0.1184517538264;0.16666027126100535;0.15836614777590427;0.2042331490297175;0.1427163801852508;0.17028200112962985;0.2246365288973383;0.17683119682447473
b1_p2_h7;Зима легла не сразу. После покрова стаял выпавший снег, и табуны снова выгнали на подножный. С неделю тянул южный ветер, теплело, отходила земля, ярко;0.11228347648070201;0.08539186964087254;0.09514557443167529;0.10286510613786251;0.09514887962426778;0.08628544575952914;0.13247358266653078;0.15375130342283333;0.1722249844606793;0.11986903615001929;0.11626761828630396;0.09816798159484635;0.13132892627656995
b1_p2_h8;Пантелей Прокофьевич вернулся со схода и прямо прошел в боковушку, комнату, которую он занимал со старухой. Ильинична эти дни прихварывала. На водянис;0.048527955828920624;0.05939771400215048;0.038296515680327506;0.037139940729740695;0.07810834421590274;0.04433212200043315;0.06616807995900777;0.0790887921641119;0.08311641506207655;0.07718464094218142;0.05313050270080981;0.05394490478372123;0.07337169118469394
b1_p2_h9;"Вечером у косой Лукешки в половине Штокмана собирался разный люд; приходил Христоня, с мельницы Валет в накинутом на плечи замасленном пиджаке; скалоз";0.15023295149088728;0.14407282366258722;0.19732330404769668;0.1562761100855809;0.14346079039795792;0.14402966638248396;0.13293287416902;0.18378562310979454;0.2459232563204898;0.18361160310838504;0.17986403022401845;0.20994361406597986;0.24059643366826178
b1_p2_h10;На пологом песчаном левобережье, над Доном, лежит станица Вешенская, старейшая из верховых донских станиц, перенесенная с места разоренной при Петре I;0.08032548404924077;0.07514694873336453;0.0743644934554045;0.06692185726827822;0.07903892666978506;0.0705366635875934;0.08962946829714707;0.10393918591224777;0.11496210266146561;0.10111474720618385;0.06153815598685545;0.09519496645658668;0.13563951037142577
b1_p2_h11;Наутро Григорий отправился к Мохову в дом. Сергей Платонович пришел из магазина к чаю. Сидел с Атепиным в столовой, оклеенной дорогими, под дуб, обоям;0.20056796322537596;0.1384151942484266;0.15407741314060014;0.10619684299477972;0.12121191147864863;0.13261915527352391;0.19144565521596793;0.12537994950117354;0.2196306347596829;0.15534584575934315;0.13589719786767554;0.19664780146713284;0.18221404257124219
b1_p2_h12;Аксинья отстряпалась рано, загребла жар, закутала трубу и, перемыв посуду, выглянула в оконце, глядевшее на баз. Степан стоял возле слег, сложенных ко;0.03154381042862225;0.028902050871254567;0.021360346696286905;0.023529812386320934;0.041971679853311336;0.025724009537853813;0.03249256509660771;0.04186805825035021;0.05116037457485469;0.033471937332641616;0.02716429786737205;0.039835181024629567;0.04526795616924642
b1_p2_h13;Беда в одиночку сроду не ходит: утром, по недогляду Гетька, племенной бугай Мирона Григорьевича распорол рогом лучшей кобылице-матке шею. Гетько прибе;0.03812024980728507;0.046546784003076276;0.028439502684193315;0.034139720758350575;0.04920450517151656;0.03154421964079758;0.04022586675028666;0.06256075842759419;0.0642188109831402;0.052681143579138785;0.05333758285098873;0.0347113495826741;0.0572470476779891
b1_p2_h14;Сотник Евгений Листницкий служил в лейб-гвардии Атаманском полку. На офицерских скачках разбился, переломил в предплечье левую руку. После лазарета вз;0.1065871443854611;0.1056913137228219;0.09618835510042165;0.11196538565885662;0.09826296266594461;0.11286658594174226;0.08806070765398034;0.1178276979330467;0.15630961375982927;0.13580716117722225;0.08241670876709081;0.09989068567771563;0.1444053806406032
b1_p2_h15;На четвертой неделе поста сдала зима. На Дону бахромой легли окраинцы, ноздревато припух, поседел подтаявший сверху лед. Вечерами глухо гудела гора, п;0.10292962497763229;0.10646240401123847;0.08709029897711348;0.07886786975132604;0.12207722683905127;0.05333664066621083;0.13507837239509288;0.18286169781993336;0.0793259597793523;0.1157714738901873;0.06319703287373682;0.07122174963593446;0.12383589565953447
b1_p2_h16;"У Штокмана стали собираться реже. Подходила весна. Хуторцы готовились к весенней работе; лишь с мельницы приходили Валет с Давыдкой и машинист Иван Ал";0.0619275864169884;0.07253279577514063;0.08836560124825087;0.056616370477631274;0.08792994521263203;0.09097949797631943;0.08261070417080825;0.12308885715701842;0.13086535989087514;0.1072506785813017;0.09373558944333328;0.09503639601909687;0.12484485861415921
b1_p2_h17;"Григорий вернулся из Миллерова, куда отвозил Евгения, в вербное воскресенье. Оттепель съела снег; дорога испортилась в каких-нибудь два дня.
В Ольхово";0.05144727516957724;0.040244738129100247;0.037480212674803295;0.030819239813228694;0.03207169080103088;0.03495552235269614;0.024931749768107372;0.03664103527650036;0.057647235108145053;0.05185298488309504;0.030993826436814496;0.03428917615887154;0.046491041099318745
