name;short_text;prob2_0;prob2_1;prob2_2;prob2_3;prob2_4;prob2_5;prob2_6;prob2_7;prob2_8;prob2_9;prob2_10;prob2_11;prob2_12
b1_p1_h1;Мелеховский двор — на самом краю хутора. Воротца со скотиньего база ведут на север к Дону. Крутой восьмисаженный спуск меж замшелых в прозелени меловы;0.43090037876669113;0.38717300744051186;0.3426011191938115;0.2922913546822922;0.24041306392207937;0.32334210338124103;0.27640093100203317;0.3270211876140231;0.3237424537206138;0.33259151714008933;0.24263468688632078;0.307661406557769;0.27172592341465307
b1_p1_h2;Редкие в пепельном рассветном небе зыбились звезды. Из-под туч тянул ветер. Над Доном на дыбах ходил туман и, пластаясь по откосу меловой горы, сполза;0.16725697172044227;0.16282022373793192;0.18140902297277692;0.14013004405188564;0.10399260611484788;0.1513324098213053;0.09727920863785786;0.20142896741796354;0.1217508874156458;0.16742908168528975;0.0971824577733834;0.15598572977636113;0.0932992858119025
b1_p1_h3;"Григорий пришел с игрищ после первых кочетов. Из сенцев пахнуло на него запахом перекисших хмелин и пряной сухменью богородицыной травки.
На цыпочках ";0.36697176903867956;0.3068805854117892;0.3219123344833296;0.22823938821778908;0.194269422411643;0.30158014333498484;0.23563975674564774;0.3532859129629201;0.26223252965503024;0.3026732737572555;0.21560074171039428;0.29691618240766526;0.23708773125244287
b1_p1_h4;К вечеру собралась гроза. Над хутором стала бурая туча. Дон, взлохмаченный ветром, кидал на берега гребнистые частые волны. За левадами палила небо су;0.1456287107222379;0.13403737335822857;0.12472796458216696;0.10581573072368214;0.08804653330534115;0.10311818474490557;0.10513199061023122;0.1342495112875166;0.10166688619457671;0.12446649058847861;0.0924646533737102;0.12535110368218483;0.10299025827568041
b1_p1_h5;До хутора Сетракова — места лагерного сбора — шестьдесят верст. Петро Мелехов и Астахов Степан ехали на одной бричке. С ними еще трое казаков-хуторян:;0.12799195018997692;0.13290005615681644;0.13677369943074996;0.11928445006650036;0.08265170310368553;0.10448025988553905;0.10275790608707161;0.11062793165860411;0.11452257460423056;0.12139349615588405;0.1026704203032818;0.12254773418107442;0.09735197091829532
b1_p1_h6;"Возле лобастого, с желтой песчаной лысиной кургана остановились ночевать.
С запада шла туча. С черного ее крыла сочился дождь. Поили коней в пруду. На";0.25429382612163476;0.19678547492214693;0.24710767521709406;0.18312235116508585;0.2031280488450044;0.21133611210517317;0.22198313319895255;0.26588676767813746;0.19205432962216262;0.3162836738246298;0.19698642284491052;0.2757202505605116;0.19340917874838925
b1_p1_h7;"Аксинью выдали за Степана семнадцати лет. Взяли ее с хутора Дубровки, с той стороны Дона, с песков.
За год до выдачи осенью пахала она в степи, верст ";0.16124824771361262;0.1836754229166765;0.16349487126447262;0.17758851602481782;0.10691053198206427;0.15756499689814552;0.11831801594923344;0.19868989963681535;0.16466592719638368;0.1579922177687692;0.14773227538398614;0.16057979721376472;0.12854836643258133
b1_p1_h8;За два дня до троицы хуторские делили луг. На дележ ходил Пантелей Прокофьевич. Пришел оттуда в обед, кряхтя скинул чирики и, смачно почесывая натруже;0.22641026108113285;0.19670411365822246;0.19669690747408708;0.19656936896791358;0.11748626698147667;0.17767093914059565;0.15631879691737782;0.2426813567495273;0.16381120877086858;0.19989292353127378;0.16092938209312613;0.20014965905808282;0.1516159983198409
b1_p1_h9;От троицы только и осталось по хуторским дворам: сухой чабрец, рассыпанный на полах, пыль мятых листьев да морщиненная, отжившая зелень срубленных дуб;0.21224107570723327;0.18773971782286253;0.18197192432357528;0.14836550685331146;0.08613835014448537;0.16527888113130737;0.13896695302644238;0.21884392168615927;0.15384756903336924;0.20505143258472014;0.14241967349386037;0.1717393059864358;0.1417572913131259
b1_p1_h10;"Не лазоревым алым цветом 10, а собачьей бесилой, дурнопьяном придорожным цветет поздняя бабья любовь.
С лугового покоса переродилась Аксинья. Будто кт";0.3400770480130207;0.29617150437257;0.2996889952503064;0.24162946535300267;0.2752735180420356;0.27913836688191096;0.22883456431166838;0.29918891567303796;0.3348794597644033;0.3046474311504213;0.20910345973653674;0.3097737302814746;0.24129238211038095
b1_p1_h11;За хутором Сетраковым в степи рядами вытянулись повозки с брезентовыми будками. Невидимо быстро вырос городок, белокрыший и аккуратный, с прямыми улоч;0.12810729460931453;0.11758027686967767;0.13423286982223892;0.0872353920943008;0.07910399567008604;0.09487956720677553;0.06299350180492605;0.13152931096957793;0.1148917598042191;0.1459304795836124;0.08631437331463344;0.12138509707119388;0.08294644187077707
b1_p1_h12;"Оставалось полторы недели до прихода казаков из лагерей.
Аксинья неистовствовала в поздней горькой своей любви. Несмотря на угрозы отца, Григорий, тая";0.1944043371422045;0.2207838776353603;0.2115579523739968;0.1726892288235527;0.1317656882765043;0.17534136586810253;0.12115403187516999;0.23484634823754338;0.1539851519103106;0.2238896234598896;0.13101844612311062;0.17465204169095616;0.16612098701186037
b1_p1_h13;С того дня, как приезжала баба Томилина, подурнел Степан с лица. Висли на глаза брови, ложбинка глубокая и черствая косо прорезала лоб. Он мало говори;0.3127850696902772;0.20712395083387336;0.22656086605829828;0.2585125787593609;0.19175628255279287;0.24969620279166513;0.20515907844751527;0.2376329973522239;0.24186187953739438;0.2047765113316393;0.2287898516986576;0.2527980116509935;0.20293644321368523
b1_p1_h14;— …Тоскую по нем, родная бабунюшка. На своих глазыньках сохну. Не успеваю юбку ушивать — что ни день, то шире становится… Пройдет мимо база, а у меня ;0.2199653806130332;0.185474045027389;0.1867475284760075;0.14421250298068908;0.11282162934126447;0.1865183663838482;0.1460086245154375;0.1727697855299644;0.1636196297909816;0.1786367575855099;0.14114576743576177;0.20430019764976087;0.16091020595191158
b1_p1_h15;"— Петру скажи, чтобы запрягал кобылу и своего коня.
Григорий вышел на баз. Петро выкатывал из-под навеса сарая бричку.
— Батя велит запрягать кобылу и";0.6142658978003962;0.49072962920027613;0.4035455944331705;0.470963299569301;0.3849571888739272;0.4656532556025209;0.43196041899851606;0.4270582553542621;0.4585828045871521;0.4150229057232078;0.31936622440840234;0.3801348004655094;0.39303079954125264
