name;short_text;prob2_0
a26;"Лось остается один

– Революция, Мстислав Сергеевич. Весь город вверх ногами. Потеха!
Гусев стоял в библиотеке. В обычно сонных глазах его прыгали вес";0.0009951482524258465
a15;"Соацера

Голубоватые очертания Соацеры, уступы плоских крыш, решетчатые стены, покрытые зеленью, овальные зеркала прудов, прозрачные башни, поднимаясь";0.0011876993880378921
a37;"Земля

Алмазные поля были следами прохождения блуждавшей в пространствах кометы. Долгое время аппарат, втянутый в ее тяготение, пробирался среди небес";0.0005265620855036886
a6;"Отлет

На пустыре перед мастерской Лося стал собираться народ. Шли с набережной, бежали со стороны Петровского острова, сбивались в кучки, поглядывали";0.0012104313784814021
a36;"Небытие

– Ну что, Мстислав Сергеевич, – живы?
Обожгло рот. Жидкий огонь пошел по телу, по жилам, по костям. Лось раскрыл глаза. Пыльная звездочка гор";0.001957260405334119
a32;"Контратака

Лось и Гор выходили в эту минуту на лестницу дома, под колоннаду, когда раздался второй взрыв. Синеватым веером взлетело пламя в северной ";0.000541556341457724
a11;"Закат

Раскинув узкие туманные крылья, пылающее солнце клонилось к закату.
Лось и Гусев торопливо шли по тускнеющей, теперь еще более пустынной и дико";0.00208209899227551
a5;"Тою же ночью

Этой ночью Маша долго дожидалась мужа – несколько раз подогревала чайник на примусе. За высокой дубовой дверью было тихо и жутковато.
Гу";0.0010209937584346616
a28;"Древняя песня

Аэлита, Ихошка и Лось летели в четырехкрылой лодке к горам Лизиазиры.
Не переставая работал приемник электромагнитных волн – мачта с от";0.0006520113605163829
a35;"Бегство

Военный корабль кружился некоторое время над скалами Священного Порога, затем уплыл в сторону Азоры и где-то сел. Только тогда Иха и Гусев мо";0.00034710846524223005
a2;"В мастерской Лося

Скайльс вошел во двор, заваленный ржавым железом и бочонками от цемента. Чахлая трава росла на грудах мусора, между спутанными клуб";0.0003909791395171016
a1;На улице Красных Зорь появилось странное объявление: небольшой, серой бумаги листок, прибитый к облупленной стене пустынного дома. Корреспондент амери;0.0013658266291947593
a31;"Поворот событий

Войска повстанцев заняли все важнейшие пункты города, указанные Гором. Ночь была прохладная. Марсиане мерзли на постах. Гусев распоря";0.000826852647338662
a3;"Спутник

Лось стоял, прислонившись плечом к верее раскрытых ворот. Трубка его погасла.
За воротами до набережной Ждановки лежал пустырь. За рекой неяс";0.0011260327609161668
a9;"Марс

Темно-синее, как море в грозу, ослепительное, бездонное небо увидели Гусев и Лось, вылезая из аппарата.
Пылающее, косматое солнце стояло высоко ";0.0004569404532826149
a22;"Утро Аэлиты

Аэлита проснулась рано и лежала, облокотившись. Ее широкая, открытая со всех сторон постель стояла, по обычаю, посреди спальни на возвыше";0.0005770181226029184
a10;"Заброшенный дом

От берега до ближайшей кущи деревьев Лось и Гусев шли по горелому, бурому праху, перепрыгивали через обсыпавшиеся неширокие каналы, о";0.0006089041772409013
a24;"Гусев наблюдает город

Иха совсем одурела. О чем бы ни просил ее Гусев, тотчас исполняла, глядела на него матовыми глазами. И смешно и жалко. Гусев об";0.0017470163160348642
a7;"В черном небе

Завинтив входной люк, Лось сел напротив Гусева и стал глядеть ему в глаза, – в колючие, как у пойманной птицы, точки зрачков.
– Летим, ";0.001033655031075176
a29;"Лось летит на помощь Гусеву

В полночь Лось выскочил из лодки на дворе Тускубовой усадьбы. Окна дома были темны, – значит, Гусев еще не вернулся. Пока";0.0017944913220579585
a34;"Хао

– Сын Неба, Сын Неба, – позвал тоненький голос.
Гусев и Лось подходили к усадьбе со стороны рощи. Из лазурных зарослей высунулось востроносое лич";0.0006899428333371644
a23;"Второй рассказ Аэлиты

– Вот что мы прочли в цветных книгах, – сказала Аэлита.
В те далекие времена на Земле центром мира был город Ста Золотых Ворот,";0.0004902758258095501
a27;"Чары

Лось сел позади Аэлиты. Механик – краснокожий мальчик – плавным толчком поднял крылатую лодку в небо.
Холодный ветер кинулся навстречу. Белая, к";0.00044982334216907483
a33;"Лабиринт царицы Магр

Лось и Гусев осторожно двигались в затхлой и душной темноте.
– Заворачиваем, Мстислав Сергеевич…
– Узко?
– Широко, руки не доста";0.001061386097153757
a38;"Голос любви

Облака снега летели вдоль Ждановской набережной, ползли поземкой по тротуарам, сумасшедшие хлопья крутились у качающихся фонарей. Засыпал";0.001517627819552801
a12;"Лось глядит на Землю

Тень воздушного корабля исчезла. Лось влез на мокрую обшивку аппарата, закурил трубочку и поглядывал на звезды. Тонкий холодок з";0.004564518852441253
a16;"В лазоревой роще

Соацера утонула далеко за холмами. Корабль летел над равниной. Кое-где виднелись однообразные линии построек, столбы и проволоки под";0.002767674051827702
a13;"Марсиане

Ослепительно розовые гряды облаков, как жгуты пряжи, покрывали утреннее небо. То появляясь в густо-синих просветах, то исчезая за розовыми г";0.0013288187178066681
a8;"Спуск

Серебристый, кое-где словно подернутый облачками диск Марса заметно увеличивался. Ослепительно сверкало пятно льдов Южного полюса. Ниже его рас";0.0024016554629639588
a21;"Случайное открытие

В сумерки Гусев от нечего делать пошел бродить по комнатам. Дом был велик, построен прочно – для зимнего жилья. Множество в нем бы";0.00048712772345370977
