name;short_text;prob2_0
Razgrom_8;Морозка, повстречав Мечика, к удивлению своему, не ощутил ни прежней злобы, ни ненависти. Осталось только недоумение, зачем снова попадается на пути э;0.0005225681749181117
Razgrom_14;В пяти верстах от того места, где происходила переправа, через трясину был перекинут мост - там пролегал государственный тракт на Тудо Ваку. Еще со вч;0.00041653322709997746
Razgrom_0;Бренча по ступенькам избитой японской шашкой, Левинсон вышел во двор. С полей тянуло гречишным медом. В жаркой бело-розовой пене плавало над головой и;0.0003846622849488805
Razgrom_7;"Сташинский узнал о выступлении от помощника начхоза, прибывшего в лазарет заготовлять продовольствие.
- Он, Левинсон-то, смекалистый, - говорил помощн";0.0013776270355069671
Razgrom_6;Дорога бежала навстречу, как бесконечная упругая лента, ветви больно хлестали Морозку по лицу, а он все гнал и гнал очумевшего жеребца, полный неистов;0.00046116880335401756
Razgrom_12;Метелица очнулся в большом темном сарае, - он лежал на голой сырой земле, и первым его ощущением было ощущение этой зябкой земляной сырости, пронизыва;0.0003166608007321353
Razgrom_13;Варя, не участвовавшая в атаке (она оставалась в тайге с хозяйственной частью), приехала в село, когда все уже разбрелись по хатам. Она заметила, что ;0.00023104171745551446
Razgrom_4;О тряд Левинсона стоял на отдыхе уже пятую неделю - оброс хозяйством: заводными лошадьми, подводами, кухонными котлами, вокруг которых ютились оборван;0.0005592153137324977
Razgrom_1;"Сказать правду, спасенный не понравился Морозке с первого взгляда.
Морозка не любил чистеньких людей. В его жизненной практике это были непостоянные, ";0.0010074886578490588
Razgrom_11;Отправляя Метелицу в разведку, Левинсон наказал ему во что бы то ни стало вернуться этой же ночью. Но деревня, куда послан был взводный, на самом деле;0.0003334407298057663
Razgrom_2;"Морозка и Варя вернулись за полдень, не глядя друг на друга, усталые и ленивые.
Морозка вышел на прогалину и, заложив два пальца в рот, свистнул три р";0.0005201614368847886
Razgrom_3;"Приезд Морозки нарушил душевное равновесие, установившееся в Мечике под влиянием ровной, безмятежной жизни в госпитале.
«Почему он смотрел так пренебр";0.0004418482914796811
Razgrom_9;"Укрывшись после боя в глухом, заросшем хвощом и папоротником овраге, Левинсон осматривал лошадей и наткнулся на Зючиху.
- Это что такое?
- А что? - пр";0.0003489431234563666
Razgrom_10;- Не люблю я их, мужиков, душа не лежит, - говорил Морозка, плавно покачиваясь в седле, и в такт, когда Мишка ступал правой передней ногой, сшибал пле;0.0005733507208697129
Razgrom_5;В первом письме к Сташинскому, отправленном еще на другой день после памятного мужицкого схода, Левинсон делился своими опасениями и предлагал постепе;0.0008060245362140576
